src_id,cn_text,vi_text
25,"写给自己的第66封信
但可以决定自己几点起床；
你不能控制生
你不能决定太阳几点升起，
但可以增加生命的宽度。
别嫉妒别人的成功，
在你看不见的时
命的长度，
与其羡慕，
他们流下了你想象不到的汗水。
不如奋斗！
写给自己的第67封信
但努力奋斗的理由只有一个，
那就是让自己有
放弃的理由有很多个，
权选择自己想要的生活。
","Chénggong de lùshàng, bù kẽnéng yÖngvyuĂn shì píngtăn de, wúlùn n yù dào zšnyàÀng
de jiannán xiĂnzú, dou bùyào vrÀngỊì zìJjÏ qiánjìn de fAangxiàng, ytibù yibù xiàng mùbiao qiánìn,
zài chongmăn kănkš de dàolù shàng ángshðu qián xíng!
Bức thư viết cho chính mình số 065
Con đường dẫn đến thành công không thế lúc nào cũng mãi mãi bằng phẳng. Cho
dù bạn có gặp phải những trở ngại gian khó đến thế nào cũng không được lãng quên
cái đích mà mình luôn hướng đến, từng bước từng bước hướng về phía mục tiêu. Trên
con đường đầy những thử thách này, bạn hãy luôn ngẩng cao đầu tiến bước!


1,
Nă bùnéng Juédìng tàiyáng ] diễn sheng gĩš, dàn kẽyï Juédìng zìJ Jš diăn gÝchuáng; nũ

bùnéng kòngzhì shengmiìng de chángdù, dàn kẽyï zengjia shengmìng de kuandù. Biế jídù
biếrén de chénggong, zài n kàn bùjiàn de shfhòu, tamen lúxiAle n xiăn gxiàng bù dào de

hànshui. Vúqí xiànmù, bùrú fèndòu!
`
Bức thư viết cho chính mình số 066
Bạn không thể quyết định mặt trời sẽ mọc vào lúc mấy giờ nhưng có thế quyết
định bản thân khi nào sẽ thức giấc. Bạn không thể kiếm soát được chiều dài của sinh
mệnh nhưng có thể làm chủ chiều rộng của cuộc sống. Đừng vội ghen tị với những
thành công của người khác khi bạn không nhìn thấy những giọt mồ hôi nước mắt họ
phải đố xuống, những giọt mồ hôi nước mắt bạn chẳng cách nào có thể tưởng tượng
được. Thay vì đơn thuần ngưỡng mộ họ, chỉ bằng hãy tự mình cố gắng phấn đấu hết
sức có thể.







Fàầngqì de lyóu yðu hếnduo gè, dần nũli fèndòu de lĩyóu zhïyöu yigè, nà Jiùshì ràng z}Jjï
yÖu quán xuănzé zìJÏ xiăng yào de shenghuó.
Bức thư viết cho chính mình số 067

Để từ bỏ một điều gì đó có rất rất nhiều lí do nhưng lí do để cố gắng nỗ lực thì
chÍ có một mà thôi: Đó chính là để bản thân có quyền tự do lựa chọn một cuộc sống
như ý muốn.
32

"
26,"写给自己的第68封信
现实会告诉你，
不努力就会被生活给踩死。
无须找什么借口，
一无所
就是拼的理由。
写给自己的第69封信
所有东西正慢慢变
莫过于经过一番努力后，
最能让人感到快乐的事，
成你想要的样子！
写给自己的第70封信
明天也不努力，
如果今天不努力，
那么你的人生只是在重复而已。
写给自己的第71封信
那可以叫你勇敢。
逐第一缕阳光，那可以叫你勇敢。即便有教条和枷但也不要让别人的意见左右自己内心的声音。跌
努力追逐第一缕阳光，
记得早起，努力追逐锁，即便有外界的压力，倒，撞墙，一败涂地，都
一败涂地，都不用害怕。
","






A,
Xiànshí huì gàosù nĩ, bù nùh jtù huì bèi shenghuó gẽi căi sỉ. Wwúxu zhăo shénme Jièkóu,

yiwúsuÖyÖu, Jiùshì pin de liyóu.


Bức thư viết cho chính mình số 067

Hiện thực sẽ nói cho bạn biết nếu không cố gắng thì sẽ bị cuộc sống chà đạp tàn
nhẫn thế nào. Vậy nên không cần một lí do vĩ đại nào cả, chẳng có gì trong tay chính
là lí do tốt nhất để nỗ lực phấn đấu.


Zuì néng ràng rén găndào kuàilè de shì, mò guòyú Jingguò yi fan nù hòu, suóyÓu
döngxt zhèng màn man biàn chéng nỉ xiăng vào de yàngzil
Bức thư viết cho chính mình số 069
Điều có thể làm người ta vui vẻ nhất chính là sau khi đã cố gắng hết mình, mọi
điều dần dần trở nên đúng như những gì bạn hằng mong muốn.







Rúguð JIintian bù núiì, míngtian yẽ bù núÌÌ, nàmc nỉ de rénsheng zhïshì zÀi chóngfù éryï.
Bức thư viết cho chính mình số 070

Nếu như ngày hôm nay không cố gắng, ngày mai cũng không nỗ lực, thì cả đời

này bạn sẽ chỉ sống những ngày giống nhau lặp đi lặp lại mà thôi.


G
Jìdé zãoqš, nũlì Zhuizhú dì yĩ lũ vángguang, nà kẽy! JiÀào n gónggăn. Jíbiàn yðu JiÀotiáo

hé jiasuỏ, JíÍbiàn yÖu wàijiè de yah, dàn yš bùyào ràng biếrén de yìiàn zuÖyÒu zìjš nèixin de
shengvin. Diédăo, zhuànggiáng, vibàitúde, dou bùyòng hàipÀ.

33


"
27,"写给自己的第72封信
是为了可以有自由选择
是为了看到更大的世界;
努力的意义是什么?
是为了能够在自己喜欢
人生的机会；
是为了以后可以不向讨厌的人低头；
不至于自卑得抬不起头，
理直气壮地说
而是充满自信，-
的人出现的时候，
“我知道你很好，
但是我也不差。
出那句话：
写给自己的第73封信
给冷漠
努力让昨日的阳光，
会心地报时光以微笑，
照耀今天的生活，
都是最好的。
你现在拥有的，
无论上帝怎样，
不要责备埋怨，
以温暖。
","

Bức thư viết cho chính mình số 071
Hãy nhớ rằng dậy sớm và cố gắng bắt lấy tia sáng đầu tiên của ngày, bạn đã
được coi là dũng cảm. Cho dù có những giáo điều hay xiềng xích, cho dù có áp lực từ
thế giới bên ngoài, nhưng bạn cũng đừng để ý kiến của người khác làm ảnh hưởng
đến tiếng nói của con tim. Vấp ngã, trở ngại, hay thậm chí thất bại thảm hại, bạn nhất
định không cần phải sợ hãi.







»
NùiÌ de vìyì shì shénme? Shì wèile kàn dào gèng dà de shìjiè; shì weile kẽyÏ yðu zÌyÓu
xuănzé rénsheng de Jihu]; shì wèile vlhòu kẽy! bù xiÀng tăoyàn de rén ditóu; shì wèile nénggòu
zài zìjš xÏhuan de rén chuxiàn de shfhòu, bù zhìyú zÌbei đé tái bù qštóu, ér shì chongmăn zìxìn,

lzhígìzhuàng de shuõ chũ nà jù huà:. “Wð zhidào nỉ hền băo, dànshÌ wð yẽ bù chã,”
Bức thư viết cho chính mình số 072


Ý nghĩa của sự cố gắng là gì? Là để có thể nhìn thấy một thế giới rộng lớn hơn;

là để có thể tự do chọn lựa cơ hội trong cuộc đời; là để sau này không phải cúi đầu
ee
trước người mình ghét cay ghét đắng; là để khi người mình thích xuất hiện, không tự
tỉ đến nỗi chẳng thể ngẩng cao đầu, mà hoàn toàn có thể tràn đầy tự tin khẳng định
rằng: “Tôi biết bạn rất giỏi, nhưng tôi cũng chẳng hề kém.”

Nùi ràng zuótÌ de vángguang, zhÀovào jintian de shenghuó, huì xin dì bào shíguang vï
wéixiÀo, gẽi lšnpmò v wennuän. Wúlùn shàngdì zšnyÀng, bùyào zébèi mányuàn, ní xiànzÀi
yðngyu de, döu shì zuì hão de.


Bức thư viết cho chính mình số 073
Hãy cố gắng để ánh dương của ngày hôm qua chiếu rọi cuộc sống của ngày hôm
nay, dùng nụ cười để đáp lại thời gian, dùng tấm lòng ấm áp để đối mặt với mọi việc
cho dù người khác có lạnh nhạt với ta bạn nhé. Cho dù thượng đế có như thế nào
L m.r
cũng đừng oán trách than phiền, những gì bạn đang có trong tay, đó là những điều
tuyệt vời nhất.


34

"
28,"写给自己的第74封信
天赋，
决定了你能达到的下限。
努力程度，
决定了你能达到的上限；
以绝大多数人的努力程度之低，
远远没有达到要去拼天赋的地步。
写给自己的第75封信
然后成功就会像一个大巴掌，
打在那些曾经
用自己的努力换取成功，
要多爽有多爽！
要多响有多响，
看不起你的人脸上，
写给自己的第76封信
它只是让人们的脚放上一段时间，
梯子的梯阶从来不是用来搁脚的，
以便让别一只脚能够再努力往上登。
","~


Tianfù, Juédìngle nÍ néng dádào de shàngxiàn; nũlì chéngdù, Juédìngle nặ néng dádào
de xiÀxiàn. Ÿĩ Juế dà duoshù rén de năhì chéngdù zhí dĩ, vuăn yuăn mếiyÓu dádào yào qù pin
tIanfù dì dìbù.
Bức thư viết cho chính mình số 074


Năng khiếu sẽ quyết định giới hạn tối đa của bạn đến đâu. Mức độ cố gắng sẽ
quyết định giới hạn tối thiếu của bạn đến đâu. Với mức độ cố gắng thấp của hầu hết

mọi người, thì mãi mãi sẽ chẳng bao giờ vượt qua được giới hạn đã có sẵn của những
thiên tài kiệt xuất.




Yòng zÙï de nùũlì huàngqủ chénggong, ránhòu chénggong Jiù huì xiÀàng yigè dà ba zhăng,
.<
dã zài nàxie céngjing kànbùq! n de rén lăn shàng, yÀo duo xiăng yÖu duo xiăng, yÀo duö
shuăng yÖu duo shuăng!

Bức thư viết cho chính mình số 075
Dùng sự cố gắng của mình để đối lấy thành công, sau đó dùng thành công như
x x
cái bạt tai thật mạnh, tát thẳng vào mặt những kẻ đã từng coi thường bạn. Lúc đó,
bạn muốn kêu to như thế nào cũng được, muốn sảng khoái như thế nào cũng đều tự
A
^ X X i








do tự tại!






1121 de t jie cónglái bu shì vòng lái gc lăo de, ta zhishi ràng rénmen de jiáo fàng shàng
yiduàn shíjian, yÏbiàn ràng biề yĩ zhÏ Jião nénggòu zài nũlì wăng shàng deng.
Bức thư viết cho chính mình số 076
Chiếu nghỉ trên những bậc cầu thang chưa bao giờ là chỗ để mọi người nghỉ
chân cả. Nó chỉ là nơi để người ta đặt một chân lên một lúc để dồn sức nhằm tiếp tục
nâng cao chân còn lại và leo lên bậc cao hơn.

. s


35



"
29,"写给自己的第77封信
没有经过实力的原始积累，
运气是努力的附属品。
给你运气你也抓不
不要羡慕那些
但每个人的准备却不一样。
住。上天给予每个人的都一样，
你必须很努力，
总能撞大运的人，
才能遇上好运气。
写给自己的第78封信
没有谁活得比谁容易，
有人在默默
只是有人在呼天抢地，
这世上，
努力。
写给自己的第79封信
懒可以毁掉一个人，
不要等夕阳西下时才对自己
勤可以激发一个人！-
“想当初、
要是”
只为做一个连自己都羡
不为别人，
之类的话！
如果、
说
慕的人。
","


VXùng] shì nũlì de fùshù pÍn. Méiyóu Jingguò shílì de vuánshĩ Jilẽi, gẽi nẴ vùng ] nÏ về zhua
bù zhù. Shễt11zcổrtz'tfỊlr1 lšyù mẽi ggểrén đe dõu jĩỈSĩý.’:`LỊT[g, dàn mẽi gèrén de zhănbèi g1ể Ỉ)l`,l75ĩỈ3ĩằ.flg.
Bùyào xiànmù nàxie zóng néng zhuàng dà yùn de rén, n bìxu hền núiÌ, cá¡néng yù shàng hão
yvùngÌ.
Bức thư viết cho chính mình số 077

May mắn là một hệ quả phụ thuộc vào sự nỗ lực. Không trải qua quá trình tích
lũy thực lực, có tặng cho bạn finay mắn bạn cũng không thể nắm fflỄr được. Những gì
“*t#s
thượng đế ban cho mọi người đều như nhau nhưng sự chuẩn bị của mỗi người lại
không hề giống nhau. Đừng hâm mộ những người luôn gặp được vận may lớn, bạn
phải thật cố gắng mới có thể gặp được điều may mắn của bản thân.


Zhè shìshàng, méiyÓu shéi huó dé bĩ shéi róngyì, zhÍshì vöurén zải hutiangiangde,

yÖurén zài mòmoò nùii.

Bức thư viết cho chính mình số 078
Trên đời này chẳng có cuộc sống của ai dễ dàng hơn ai, chẳng qua chỉ là có

những người than trời trách đất và có những người đang âm thầm cố gắng nỗ lực để
thành công.


`^

Lăn kẽyÏ huš diào yigè rén, gín kẽyï Jưfa vigè rén! Bùyào dễng xiyáng xĩ xià shí cái duì

Œ .v ~ — v _` _
xiăng dangchũ, rúguÖ, yàoshi
zìjï shuo
zhiĩ lèi dehuA! Bù wéi biếrén, zhÏ vwzèi zuò yigè lián
zìÌj dou xiànmù de rén.
Bức thư viết cho chính mình số 079


Sự lười nhác có thể hủy hoại một người, ngược lại sự cần cù chăm chí lại có thể
thúc đấy con người ta tiến về phía trước! Đừng đợi đến khi mặt trời đã khuất núi phía

36

"
30,"写给自己的第80封信
因为没有人可依靠，
五十年后的自
所以必须奋斗。
二十年、
让十年、
感谢现在负责任、
没有逃避去选择安逸的自己！
写给自己的第81封信
想说的话拖着不说，
想做的事拖着不做，
久了自然心事重重；
久了自
疲惫不堪就成了常态。
当拖延成了习惯，
然压力重重。
写给自己的第82封信
与其
就别指望别人应该对你怎么样。
做人不要玻璃心，
没人欠你的，
期待渴望别人的另眼相看，
不如脚踏实地地改变自己，
变得强大。
","



đằng Tây mới tự nói với chính mình những câu như kiểu: “Giá như lúc đầu..., nếu
như..., giá mà...”! Không vì ai khác mà chỉ vì bản thân, bạn hãy trở thành một người
ngay cả bản thân cũng phải ngưỡng mộ.

-

Yinwèi méiyöu rén kš vlkào, suðy! bìxu fèndòu. Ràng shí nián, èrshí nián, wäshí nián
hòu de zìj, gănxiè xiànzÀi fù zérèn, méiyðu táobì qù xuănzé anyì de z}Jï!
Bức thư viết cho chính mình số 080

Bởi vì không có ai để dựa dẫm nên bạn mới càng phải nỗ lực phấn đấu. Đế bạn
10 năm sau, 20 năm sau, thậm chí là 50 năm sau sẽ cảm ơn bản thân hiện tại vì đã có
trách nhiệm, không trốn chạy để được lựa chọn một cuộc sống hạnh phúc an nhàn.
Xiăng shuo dehuà tuozhe bù shuo, jiủle zìrán xinshì chóng zhòng; xiĂng Zuò de shì
tuozhe bù zuò, Jiũle zìrán yalì chóngchóng. Dãng tuoöyán chéngle xíguàn, pfbèi bùkan Jtù
chéngle chángtài.


Bức thư viết cho chính mình số 081
Những lời muốn nói mà chần chừ không cất lời về lâu dài sẽ chất thành những
tâm sự nặng nề. Những việc muốn làm cứ trì hoãn không thực hiện về lâu dài áp lực
sẽ tự khắc gia tăng. Khi trì hoãn đã trở thành thói quen của bạn thì mệt mỏi khó chịu
cũng sẽ trở thành tâm trạng thường trực.




M
Zuòrên bùyào bolí xin, méi rén giàn nặ de, jiù bié zhiwàng biếrén yĩnggai duì n zšnme
yàng. Yúqí qídài kẽwàng biếrén de ngyăšnxiangkàn, bùrú jiÄotÀshídì dì găibiàn zìJï, biàn dé
qiángdà.


Bức thư viết cho chính mình số 082
Làm người thì đừng mong manh dễ vỡ như thủy tinh. Chẳng có ai nợ bạn điều
37


"
31,"写给自己的第83封信
没有磨难，
何来荣耀；
没有辛劳，
何来成功；
何来收获；
没有播种，
何来辉煌。
没有挫折，
写给自己的第84封信
就会发现，
当你喜欢上了行走在路上的感觉的时候，
你会控制不住这
也会一如既往。
即便磨破双脚，
种情绪，
写给自己的第85封信
谁说你就只能是这个样子了？谁说你就永远不会变了?
只要
你愿意，
只是这个改变需要你坚定决心付出更多的努
生命随时都能改变，+
才会心甘情愿地去改变
只有你自己意识到了你想要变，
","
gì nên đừng chỉ mong chờ vào cách người khác đối xử với bạn. Thay vì chờ đợi, kì
ỏng mgườỉ khác nhìn nhận bạn bằng con mắt khác, chỉ bằng bạn ủẳy cố gắng thay
đối bản thân để mình trở nên mạnh mẽ kiên cường hơn.




Méiyöu bozhòng, hé lái shouhuò; méiyðu xinláo, hé lái chénggOng: méiyöu mónâàn, hé

lái róngyào; méiyöu cuòzhé, hé lái huthuáng.

Bức thư viết cho chính mình số 083

Không có ngày gieo hạt thì sao có ngày thu hoạch; nếu không vất vả gian lao thì
sao có được thành công. Không trải qua thử thách sao có được ngày hiển vinh; không
trải qua những khó khăn thì từ đâu mà có những ngày huy hoàng chói lọi.



Đăang nÏ xThuan shàngle xíngzðu zAi lùshÀng de gănjuê de shfhòu, Hù huì faxiàn, nă huì

kòngzhì bù zhù zhè zhóng gíngxù, Jífbiàn mó pÒ shuang JiÃo, y huì vưú]ÌwĂng.


Bức thư viết cho chính mình số 084

Khi bạn cảm thấy thích thú cảm giác bước đi trên đường thì khi đó bạn sẽ phát
v. x x
hiện ra: Bạn sẽ chẳng thể khống chế được cảm xúc tuyệt vời đó, thậm chí chặt gãy
chân cũng chẳng fflaỷ đối được điều gì.







`



3.
Shéi shuo ní jiù zh néng shì zhègc yàngzile? Shéi shuo nử jiù vóngyuăn bù huì biànle?

Bù, bù, zhïyào nÏ yuànyì, shengmìng suíshí dõu néng gãibiàn, zhishì chège gãibiàn xũyào nử
]iandìng Juéxin fùchu gèng duö de núh. Zhïyóu nỉ zìJÏ yìshí dàole nÏ xiăng vào biàn, cái huì
xinganqíngvuàn de qù gšibiàn.
Bức thư viết cho chính mình số 085



Ai nói rằng cả đời bạn sẽ chỉ như thế này? Ai nói rằng bạn mãi mãi không thay
đổi? Không, không, chỉ cần bạn sẵn sàng, cuộc đời bất cứ lúc nào cũng có thể thay
38

"
32,"写给自己的第86封信
努力是人生的一种精神状态，
是对生命
人生最美的风景应该是努力。
可以说是人生最切实际的目标。
的一种赤子之情。做一个努力的人，
写给自己的第87封信
而脚
人有点累，
天有点黑，
雨有点急，
风有点大，
总会有些日子里，
或许不知道怎么让自己安然走过这一段路，
但我想，
下的砂石有点多。
只
最终都只不过是过眼云烟。
要还想走下去，
经历的一切，
写给自己的第88封信
生命中总有一
走得多艰辛，
不管你现在多迷茫，
请相信，
过得多累，
再怎么
请不要放弃希望，
不要放弃自己，
段路是要你自己走完的。
所以，
艰辛都得努力。
","
đối. Chí là sự thay đối này cần bạn phải quyết tâm hi sinh thật nhiều thời gian và cố
gắng. Chỉ có bản thân bạn ý thức được rằng mình muốn thay đối thì bạn mới có thể
cam tâm tình nguyện để đối thay.









Rénsheng zuìmẽi de fenglïng yinggai shì nủlÌ. NúÌi shì rénsheng de yĩ zhóng Jingshén
zhuàngtài, shì duì shengmìng de yĩ hòng chìzÏ zhĩ qíng. Zuò vigè nùlì de rén, kẽyÏ shuo shì

rénsheng zuÌ giè shíjì de mùbiao.

Bức thư viết cho chính mình số 086
Tính cách đẹp nhất của đời người có lẽ chính là sự nỗ lực. Nỗ lực là một trạng

thái tỉnh thần của con người, là một tấm lòng chân thành thuần khiết với cuộc đời.
Có thể nói, việc làm một người luốn cố gắng chính là mục tiêu thiết thực và thực tế
nhất của đời người.





Zóng huì vöuxie tìzi , feng yöudiăn dà, yù yóudiăn jí, tân yöudiăn hei, rén yöudiẫn
lèi, é& jiÃoxià de shä shí vöudiãn duo. Huòxù bù zhidào zễnme ràng zìjJ anrán zöuguò zhè
yiduàn lù, dàn wð xiăng, zhÌyào hái xiăng zóu xiÀqù, Jinglì de yiqiè, zuìzhong dou zhÏ bùguÒ






shì guòyšnyúnyan.


Bức thư viết cho chính mình số 087


Sẽ có những ngày mưa to gió lớn mây đen mù trời, chúng ta thì vô cùng mệt mỏi
nhưng những viên đá dưới chân lại rất rất nhiều. Hoặc giả không biết làm cách nào

để bản thân an nhiên vượt qua đoạn đường này hoặc phải lựa chọn: Chỉ cân trong
lòng vẫn còn muốn đi tiếp, thì tất cả những gì phải nếm trải cho đến cuối cùng chẳng
~ `
qua chỉ là những làn khói mờ ảo bay qua trước mắt.



39



"
33,"写给自己的第89封信
不到结果出来那天谁也不知道会
一件事无论你当初是怎么下定决心，
那只会浪费时
不如好好努力。扔掉你的犹豫，
所以与其担心，
发生什么。
只有相信自己，
并且尽
你能做的，
那只会让你分心。
扔掉你的担心，
力去做。
写给自己的第90封信
自己不改变的话，
想去的地方没有去，页页翻，时间一点点
新的一年也只是之前的重演。
想做的事还是没有做。
想谈的恋爱没有谈，
日历一页页翻，
都不要把自己留在原地。
等待也好，
迷茫也好，
可你还困在原地。
如
果你没有行动，
每一天都可以
新一年不代表新的开始；
只要你下定决心，
是新的开始。
","
Bùguăn nỉ xiànzÀi duo mímáng guò dề duo lềi, zZóu dề duo Jianxin, qïng xiangxin,
shengmìng zhòng zóng yóu yiduàn lù shì vào nặ zỳjJ zóu wán de. SuðyÌ, qïng bùyào fànggì
xiwàng, bùvào fÀngdì zÌjÌ, zài zZẽnme 112nxiIn dou dé nùi.
2 3Ĩ 2
Bức thư viết cho chính mình số 088
Cho dù hiện tại bạn có đang mơ hồ, mệt mỏi hay khổ cực thế nào, xin hãy tin

rằng: Trong cuộc sống sẽ phải có một con đường tự mình phải đi hết. Vì thế, xin đừng
từ bỏ hi vọng, đừng từ bỏ bản thân, có khó khăn như thế nào chăng nữa vẫn phải cố
gắng nỗ lực phi fflửờng mà vượt qua.


hỊ;


Yi Jiàn shì wúlùn nă dangchu shì zšnme xiàdìng Juéxin, bù dào Jiếguð chulái nèitian
shéi vš bù zhidào huì fAsheng shénme. SuöyÏ vũqí danxin, bùrú hăohšo nù]. Reng diào n de
yóuyù, nà zhï huì làngfèi shíJian; reng diào nă de danxin, nà zhĩ huì ràng n fen xin. NĂ néng
zuò de, zhyÓu xiangxìn z}Jš, bìnggiš JìnH qù zuò..

Bức thư viết cho chính mình sỡ 069
Một việc cho dù ban đầu bạn có quyết tâm đến mức nào nhưng không có kết

quả thì chẳng ai biết chuyện gì đã xảy ra. Vì thế thay vì lo lắng thì hãy nỗ lực hết mình.
Vứt bỏ ngay sự do dự chần chừ vì nó chỉ khiến bạn lãng phí thời gian; vứt bỏ đi nỗi lo
lắng vì nó chỉ khiến bạn phân tâm. Những gì bạn có thể làm tốt nhất là tin tưởng sâu
sắc vào bản thân và cố gắng nỗ lực làm tốt nhất mọi việc.

›
Z1jï bù găibiàn dehuà, xin de y1 nián vš zhÍshì zhigián de chóngyăn. XÖGĂng qù dì dừang
méiyöu qù, xiăng tán de lànÀi méiyóu tán, xiăng zuò de shì háishì mếtyÓu zuò. Rìhì yĩ vè yè
fan, shíjian y1 diăndiăn zðu, kế n hái kùn zàiyuán dì. Dếngdài yš hãăo, mímáng yš hăo, döu
bùyào bã zìJï Hú zàiyuán dì. Rúpuð n méiyöu xíngdòng, xin yĩ nián bù dàibišo xin de kaishi;
zhiyào nÏ xiÀdìng Juéxin, mẽi yitiãan dụu kẽyÏ shì xín de kaishi,


40
"
34,"写给自己的第91封信
给自己一
就坚持下去，
既然走到了这一步，
无论你今天要面对什么，
你比自己想象中要坚强
些肯定，
写给自己的第92封信
十年前，
你周围的人会根据你父母的收入对待你。
你周围的
十年后，
人会根据你的收入对待你的父母和你的孩子！除了努力别无选择。
这就是人性和人生，
所以，
","Bức thư viết cho chính mình số 090
Nếu như bạn không tự thay đối bản thân thì một năm mới đến cũng sẽ chỉ là

việc lặp đi lặp lại những gì của năm cũ. Những nơi muốn đi bạn lại không chịu đi,
những người muốn yêu bạn lại không yêu, những việc muốn làm bạn lại không làm.
Tờ lịch mỗi ngày thêm một trang mới, thời gian cũng cứ thế đều đặn trôi nhưng bạn

cứ mãi ngủ quên tại chỗ. Chờ đợi hay mơ màng cũng được nhưng đừng đế bắn thân

mãi giậm chân tại chỗ. Nếu như bạn không chịu hành động, một năm mới sẽ không
có nghĩa là một khởi đầu mới. Chỉ cần bạn hạ quyết tâm, đừng nói đơn vị năm, mỗi
ngày đều sẽ là một khởi đầu mới.







Wúlùn nĩ jintian yào miàn duì shénme, Jìrán zðu dàoÌe zhè yibù, jiù jianchí xiàqù, ]ï zìï
yixie kẽšndìng, n bĨ zìJÏ xiăngxiàng zhòng yào Jianqiáng.
Bức thư viết cho chính mình số 091

Cho dù ngày hôm nay bạn phải đối mặt với những gì, nếu như đã đi đến bước

đường này thì hãy cứ tiếp tục kiên trì bước tiếp. Hãy tự khẳng định chính mình rằng
bạn kiên cường bất khuất hơn nhiều so với những gì bạn nghĩ.



Shí nián qián, nặ zhouwéi de rén huì genjù n fùmù de shourù duidài nỉ. Shí nián hòu,
n ..

nặ zhouwéi de rén huì genjù nš de shöourù duldài nĂ de fìmủ hé n de háizil Zhè Jiùshì rénxìng
hé rénsheng, suðyÌ, chúle nủlì bié wú xuănzé.
Bức thư viết cho chính mình số 092


Mười năm trước, những người xung quanh sẽ nhìn vào thu nhập của bố mẹ để
đối xử với bạn. Mười năm sau, những người xung quanh sẽ nhìn vào thu nhập của



muno m rê






chính bạn để đối xử với bố mẹ và con bạn! Đó chính là mối tương quan giữa cuộc đời
và lòng người. Cứ như vậy mà suy, ngoài việc cố gắng hết mình ra bạn chẳng còn sự
lựa chọn nào khác.



4l

"
35,"写给自己的第93封信
每一条要走下去
都有它不得不那样跋涉的理由。
每一条走过来的路，
都有它不得不那样选择的方向。
的路，
写给自己的第94封信
你最终将不得不花费大量的时
若不抽出时间来创造自己想要的生活，
间来应付自己不想要的生活。
写给自己的第95封信
在有限的时间内尽力解决，
给每一个烦恼一段期限，
请
剩下的时间，
还给快乐的自己。
写给自己的第96封信
而是靠汗水赢得掌声！
活着不是靠泪水博得同情，
","B




Mẫễi yiuáo zóu guòlái de lù, dou yðu tả bùdề bù nàyàng báshè de Hyóu. Mẽi yItáo yào
zðu xiÀqù de lù, döu yóu ta bùdé bù nàyàng xuĂnzé de fangxiàng.

Bức thư viết cho chính mình số 094

Mỗi con đường ta đã đi qua đều có những lí cho sự gian nan trùng điệp của nó.

Những con đường ta sẽ tiến bước đều có những phương hướng buộc bản thân phải
lựa chọn. `

lựa chọn.




Ruò bù chöuchu shíjian lái chuàngzào z}jï xiăng yvào de shenghuó, nÏ zuìzhöng jiang
bùdê bù huafèi dÀliàng de shíjian lái vìngfù zìJï bùxiĂng yào de shenghuó.


Bức thư viết cho chính mình số 094
Nếu như không dành ra thời gian để tự xây dựng nên cuộc sống mà mình mong
muốn, đến cuối cùng, bạn sẽ đành phải lãng phí thật nhiều thời gian đế mà ứng phó
với một cuộc sống vất vả chẳng như ý muốn.


Cẽi mẽi ytgè fánnĂo yiduàn gíxiàn, zài vồuxiàn de shíjian nèi JìnH jišjué, shèng xià de

shíjian, qïng hái gẽi kuAllè de zìji.
Bức thư viết cho chính mình số 095


Hãy gia hạn cho mỗi nỗi buồn đế trong thời gian cố định đó bạn phải cố gắng
giải quyết cho xong. Phần thời gian còn lại xin hãy dành đếể bản thân được bình an và

vui vẻ.



Huózhe bùshì kào lèishušï bódé tónggíng, ér shì kào hànshuï yíngdé zhăngsheng]
42
"
